Date,Exercise,Category,Weight (kgs),Reps,Distance,Distance Unit,Time,Comment
2015-05-11,Hammer Rope Curls,Biceps,12.5,16,,,,""
2015-05-11,Hammer Rope Curls,Biceps,12.5,16,,,,""
2015-05-18,Flat Dumbbell Bench Press,Chest,30.0,6,,,,""
2015-05-18,Incline Barbell Bench Press,Chest,45.0,12,,,,""
2015-05-18,Incline Barbell Bench Press,Chest,45.0,10,,,,""
2015-05-18,Incline Barbell Bench Press,Chest,45.0,8,,,,""
2015-05-18,Flat Barbell Bench Press,Chest,47.5,12,,,,""
2015-05-18,Flat Barbell Bench Press,Chest,47.5,12,,,,""
2015-05-18,Flat Barbell Bench Press,Chest,47.5,10,,,,""
2015-05-18,Pec Deck,Chest,35.0,12,,,,""
2015-05-18,Pec Deck,Chest,35.0,12,,,,""
2015-05-18,Pec Deck,Chest,35.0,12,,,,""
2015-05-18,Seated Dumbbell Press,Shoulders,22.0,6,,,,""
2015-05-18,Seated Military Press,Shoulders,37.5,10,,,,""
2015-05-18,Seated Military Press,Shoulders,37.5,10,,,,""
2015-05-18,Seated Military Press,Shoulders,37.5,9,,,,""
2015-05-18,Lateral Dumbbell Raise,Shoulders,10.0,8,,,,""
2015-05-18,Lateral Dumbbell Raise,Shoulders,10.0,8,,,,""
2015-05-18,Lateral Dumbbell Raise,Shoulders,10.0,8,,,,""
2015-05-18,Dumbbell Curl,Biceps,12.0,12,,,,""
2015-05-18,Dumbbell Curl,Biceps,12.0,12,,,,""
2015-05-18,Dumbbell Curl,Biceps,12.0,10,,,,""
2015-05-18,Seated Machine Curl,Biceps,20.0,8,,,,""
2015-05-18,Seated Machine Curl,Biceps,15.0,8,,,,""
2015-05-18,Seated Machine Curl,Biceps,15.0,8,,,,""
2015-05-20,Barbell Squat,Legs,100.0,5,,,,""
2015-05-20,Barbell Front Squat,Legs,67.5,8,,,,""
2015-05-20,Barbell Front Squat,Legs,67.5,8,,,,""
2015-05-20,Barbell Front Squat,Legs,67.5,4,,,,""
2015-05-20,Leg Press,Legs,150.0,8,,,,""
2015-05-20,Leg Press,Legs,150.0,5,,,,""
2015-05-20,Leg Extension Machine,Legs,50.0,12,,,,""
2015-05-20,Leg Extension Machine,Legs,50.0,12,,,,""
2015-05-20,Leg Extension Machine,Legs,50.0,12,,,,""
2015-05-20,Romanian Deadlift,Legs,52.5,20,,,,""
2015-05-20,Romanian Deadlift,Legs,52.5,20,,,,""
2015-05-20,Romanian Deadlift,Legs,52.5,10,,,,""
2015-05-20,Seated Leg Curl Machine,Legs,45.0,14,,,,""
2015-05-20,Seated Leg Curl Machine,Legs,45.0,14,,,,""
2015-05-20,Seated Leg Curl Machine,Legs,45.0,12,,,,""
2015-05-22,Deadlift,Back,140.0,4,,,,""
2015-05-22,Hammer Grip Lat Pulldown,Back,70.0,9,,,,""
2015-05-22,Hammer Grip Lat Pulldown,Back,70.0,5,,,,""
2015-05-22,Hammer Grip Lat Pulldown,Back,70.0,4,,,,""
2015-05-22,Chest Supported Row Wide Grip,Back,50.0,10,,,,""
2015-05-22,Chest Supported Row Wide Grip,Back,50.0,10,,,,""
2015-05-22,Chest Supported Row Wide Grip,Back,50.0,10,,,,""
2015-05-22,Lat Pulldown,Back,55.0,8,,,,""
2015-05-22,Lat Pulldown,Back,55.0,8,,,,""
2015-05-22,Lat Pulldown,Back,55.0,8,,,,""
2015-05-22,Cable Face Pull,Shoulders,17.5,14,,,,""
2015-05-22,Cable Face Pull,Shoulders,17.5,14,,,,""
2015-05-22,Cable Face Pull,Shoulders,17.5,14,,,,""
2015-05-22,Rope Push Down,Triceps,15.0,12,,,,""
2015-05-22,Rope Push Down,Triceps,15.0,12,,,,""
2015-05-22,Rope Push Down,Triceps,15.0,10,,,,""
2015-05-22,Lying Dumbell Skull Crusher,Triceps,10.0,12,,,,""
2015-05-22,Lying Dumbell Skull Crusher,Triceps,10.0,12,,,,""
2015-05-22,Lying Dumbell Skull Crusher,Triceps,10.0,8,,,,""
2015-05-22,Reverse Grip Straight Bar Pushdown,Triceps,20.0,14,,,,""
2015-05-22,Reverse Grip Straight Bar Pushdown,Triceps,20.0,14,,,,""
2015-05-22,Reverse Grip Straight Bar Pushdown,Triceps,20.0,14,,,,""
2015-05-25,Flat Dumbbell Bench Press,Chest,32.0,5,,,,""
2015-05-25,Incline Dumbbell Bench Press,Chest,16.0,12,,,,""
2015-05-25,Incline Dumbbell Bench Press,Chest,16.0,12,,,,""
2015-05-25,Incline Dumbbell Bench Press,Chest,16.0,12,,,,""
2015-05-25,Flat Barbell Bench Press,Chest,50.0,16,,,,""
2015-05-25,Pec Deck,Chest,35.0,16,,,,""
2015-05-25,Pec Deck,Chest,35.0,16,,,,""
2015-05-25,Pec Deck,Chest,35.0,16,,,,""
2015-05-25,Seated Dumbbell Press,Shoulders,24.0,4,,,,""
2015-05-25,Seated Military Press,Shoulders,37.5,11,,,,""
2015-05-25,Seated Military Press,Shoulders,37.5,9,,,,""
2015-05-25,Seated Military Press,Shoulders,37.5,7,,,,""
2015-05-27,Barbell Squat,Legs,100.0,2,,,,""
2015-05-27,Barbell Squat,Legs,80.0,6,,,,""
2015-05-27,Barbell Squat,Legs,80.0,6,,,,""
2015-05-27,Barbell Squat,Legs,80.0,6,,,,""
2015-05-27,Barbell Front Squat,Legs,40.0,12,,,,""
2015-05-27,Barbell Front Squat,Legs,40.0,8,,,,""
2015-05-27,Barbell Front Squat,Legs,40.0,10,,,,""
2015-05-27,Leg Press,Legs,120.0,18,,,,""
2015-05-27,Leg Press,Legs,120.0,16,,,,""
2015-05-27,Leg Press,Legs,120.0,12,,,,""
2015-05-27,Leg Extension Machine,Legs,50.0,14,,,,""
2015-05-27,Leg Extension Machine,Legs,50.0,14,,,,""
2015-05-27,Leg Extension Machine,Legs,50.0,14,,,,""
2015-05-27,Romanian Deadlift,Legs,47.5,20,,,,""
2015-05-27,Romanian Deadlift,Legs,47.5,22,,,,""
2015-05-27,Romanian Deadlift,Legs,47.5,20,,,,""
2015-05-27,Seated Leg Curl Machine,Legs,45.0,16,,,,""
2015-05-27,Seated Leg Curl Machine,Legs,45.0,14,,,,""
2015-05-27,Seated Leg Curl Machine,Legs,45.0,12,,,,""
2015-05-29,Deadlift,Back,140.0,4,,,,""
2015-05-29,Seated Cable Row,Back,40.0,12,,,,""
2015-05-29,Seated Cable Row,Back,40.0,12,,,,""
2015-05-29,Seated Cable Row,Back,40.0,12,,,,""
2015-05-29,Lat Pulldown,Back,50.0,15,,,,""
2015-05-29,Lat Pulldown,Back,50.0,12,,,,""
2015-05-29,Lat Pulldown,Back,50.0,12,,,,""
2015-05-29,Rope Push Down,Triceps,15.0,15,,,,""
2015-05-29,Rope Push Down,Triceps,15.0,13,,,,""
2015-05-29,Rope Push Down,Triceps,15.0,10,,,,""
2015-05-29,Lying Dumbell Skull Crusher,Triceps,10.0,14,,,,""
2015-05-29,Lying Dumbell Skull Crusher,Triceps,10.0,12,,,,""
2015-05-29,Lying Dumbell Skull Crusher,Triceps,10.0,12,,,,""
2015-05-29,Reverse Grip Straight Bar Pushdown,Triceps,20.0,16,,,,""
2015-05-29,Reverse Grip Straight Bar Pushdown,Triceps,20.0,16,,,,""
2015-05-29,Reverse Grip Straight Bar Pushdown,Triceps,20.0,16,,,,""
2015-06-01,Flat Dumbbell Bench Press,Chest,32.0,4,,,,""
2015-06-01,Flat Dumbbell Bench Press,Chest,32.0,3,,,,""
2015-06-01,Incline Barbell Bench Press,Chest,45.0,14,,,,""
2015-06-01,Incline Barbell Bench Press,Chest,45.0,12,,,,""
2015-06-01,Incline Barbell Bench Press,Chest,45.0,8,,,,""
2015-06-01,Incline Dumbbell Bench Press,Chest,8.0,16,,,,""
2015-06-01,Incline Dumbbell Bench Press,Chest,8.0,16,,,,""
2015-06-01,Seated Dumbbell Press,Shoulders,24.0,4,,,,""
2015-06-01,Seated Military Press,Shoulders,37.5,6,,,,""
2015-06-01,EZ-Bar Preacher Curl,Biceps,5.0,12,,,,""
2015-06-01,EZ-Bar Preacher Curl,Biceps,5.0,12,,,,""
2015-06-01,EZ-Bar Preacher Curl,Biceps,5.0,12,,,,""
2015-06-01,Seated Military Press,Shoulders,22.5,10,,,,""
2015-06-01,Seated Military Press,Shoulders,22.5,12,,,,""
2015-06-01,Seated Military Press,Shoulders,22.5,12,,,,""
2015-06-01,Hammer Rope Curls,Biceps,15.0,12,,,,""
2015-06-01,Hammer Rope Curls,Biceps,15.0,12,,,,""
2015-06-03,Barbell Squat,Legs,100.0,4,,,,""
2015-06-03,Barbell Squat,Legs,80.0,6,,,,""
2015-06-03,Barbell Squat,Legs,80.0,6,,,,""
2015-06-03,Barbell Squat,Legs,80.0,6,,,,""
2015-06-03,Barbell Front Squat,Legs,60.0,6,,,,""
2015-06-03,Barbell Front Squat,Legs,60.0,6,,,,""
2015-06-03,Barbell Front Squat,Legs,60.0,6,,,,""
2015-06-03,Leg Press,Legs,120.0,16,,,,""
2015-06-03,Leg Press,Legs,120.0,16,,,,""
2015-06-03,Leg Press,Legs,120.0,10,,,,""
2015-06-03,Leg Extension Machine,Legs,55.0,10,,,,""
2015-06-03,Leg Extension Machine,Legs,55.0,10,,,,""
2015-06-03,Leg Extension Machine,Legs,55.0,10,,,,""
2015-06-03,Glute-Ham Raise,Legs,0.0,12,,,,""
2015-06-03,Glute-Ham Raise,Legs,0.0,12,,,,""
2015-06-03,Seated Leg Curl Machine,Legs,45.0,16,,,,""
2015-06-03,Seated Leg Curl Machine,Legs,45.0,16,,,,""
2015-06-03,Seated Leg Curl Machine,Legs,45.0,14,,,,""
2015-06-05,Deadlift,Back,140.0,3,,,,""
2015-06-05,Deadlift,Back,130.0,3,,,,""
2015-06-05,Hammer Grip Lat Pulldown,Back,70.0,8,,,,""
2015-06-05,Hammer Grip Lat Pulldown,Back,70.0,6,,,,""
2015-06-05,Hammer Grip Lat Pulldown,Back,70.0,6,,,,""
2015-06-05,Chest Supported Row Wide Grip,Back,50.0,12,,,,""
2015-06-05,Chest Supported Row Wide Grip,Back,50.0,10,,,,""
2015-06-05,Chest Supported Row Wide Grip,Back,50.0,10,,,,""
2015-06-05,Negative Pull Up,Back,0.0,10,,,,""
2015-06-05,Negative Pull Up,Back,0.0,10,,,,""
2015-06-05,Negative Pull Up,Back,0.0,10,,,,""
2015-06-05,Cable Face Pull,Shoulders,17.5,16,,,,""
2015-06-05,Cable Face Pull,Shoulders,17.5,16,,,,""
2015-06-05,Cable Face Pull,Shoulders,17.5,15,,,,""
2015-06-05,Rope Push Down,Triceps,15.0,16,,,,""
2015-06-05,Rope Push Down,Triceps,15.0,15,,,,""
2015-06-05,Rope Push Down,Triceps,15.0,13,,,,""
2015-06-05,Lying Dumbell Skull Crusher,Triceps,12.0,10,,,,""
2015-06-05,Lying Dumbell Skull Crusher,Triceps,12.0,8,,,,""
2015-06-05,Lying Dumbell Skull Crusher,Triceps,12.0,8,,,,""
2015-06-05,Reverse Grip Straight Bar Pushdown,Triceps,25.0,8,,,,""
2015-06-05,Reverse Grip Straight Bar Pushdown,Triceps,25.0,8,,,,""
2015-06-05,Reverse Grip Straight Bar Pushdown,Triceps,25.0,8,,,,""
2015-06-08,Flat Dumbbell Bench Press,Chest,32.0,5,,,,""
2015-06-08,Flat Dumbbell Bench Press,Chest,24.0,8,,,,""
2015-06-08,Flat Dumbbell Bench Press,Chest,24.0,8,,,,""
2015-06-08,Flat Dumbbell Bench Press,Chest,24.0,8,,,,""
2015-06-08,Incline Barbell Bench Press,Chest,45.0,12,,,,""
2015-06-08,Incline Barbell Bench Press,Chest,45.0,12,,,,""
2015-06-08,Incline Barbell Bench Press,Chest,45.0,10,,,,""
2015-06-08,Incline Dumbbell Bench Press,Chest,10.0,20,,,,""
2015-06-08,Flat Barbell Bench Press,Chest,50.0,12,,,,""
2015-06-08,Pec Deck,Chest,40.0,12,,,,""
2015-06-08,Pec Deck,Chest,40.0,12,,,,""
2015-06-08,Pec Deck,Chest,40.0,8,,,,""
2015-06-08,Seated Dumbbell Press,Shoulders,24.0,4,,,,""
2015-06-08,Seated Military Press,Shoulders,40.0,7,,,,""
2015-06-08,Seated Military Press,Shoulders,30.0,10,,,,""
2015-06-08,Seated Military Press,Shoulders,30.0,9,,,,""
2015-06-08,Seated Military Press,Shoulders,30.0,9,,,,""
2015-06-08,Dumbbell Curl,Biceps,10.0,16,,,,""
2015-06-08,Dumbbell Curl,Biceps,10.0,12,,,,""
2015-06-08,Dumbbell Curl,Biceps,10.0,8,,,,""
2015-06-08,Seated Machine Curl,Biceps,20.0,10,,,,""
2015-06-08,Seated Machine Curl,Biceps,20.0,10,,,,""
2015-06-08,Seated Machine Curl,Biceps,20.0,10,,,,""
2015-06-08,Hammer Rope Curls,Biceps,15.0,15,,,,""
2015-06-08,Hammer Rope Curls,Biceps,15.0,15,,,,""
2015-06-08,Hammer Rope Curls,Biceps,15.0,15,,,,""
2015-06-10,Barbell Squat,Legs,85.0,8,,,,""
2015-06-10,Barbell Squat,Legs,85.0,8,,,,""
2015-06-10,Barbell Squat,Legs,85.0,6,,,,""
2015-06-10,Barbell Front Squat,Legs,60.0,8,,,,""
2015-06-10,Barbell Front Squat,Legs,60.0,8,,,,""
2015-06-10,Barbell Front Squat,Legs,60.0,6,,,,""
2015-06-10,Leg Press,Legs,120.0,16,,,,""
2015-06-10,Leg Press,Legs,120.0,16,,,,""
2015-06-10,Leg Press,Legs,120.0,16,,,,""
2015-06-10,Leg Extension Machine,Legs,55.0,12,,,,""
2015-06-10,Leg Extension Machine,Legs,55.0,12,,,,""
2015-06-10,Leg Extension Machine,Legs,55.0,12,,,,""
2015-06-10,Glute-Ham Raise,Legs,0.0,16,,,,""
2015-06-10,Glute-Ham Raise,Legs,0.0,16,,,,""
2015-06-10,Glute-Ham Raise,Legs,0.0,16,,,,""
2015-06-10,Seated Leg Curl Machine,Legs,50.0,12,,,,""
2015-06-10,Seated Leg Curl Machine,Legs,50.0,10,,,,""
2015-06-10,Seated Leg Curl Machine,Legs,50.0,8,,,,""
2015-06-17,Barbell Squat,Legs,100.0,5,,,,""
2015-06-17,Barbell Squat,Legs,100.0,2,,,,""
2015-06-17,Barbell Front Squat,Legs,60.0,8,,,,""
2015-06-17,Barbell Front Squat,Legs,60.0,8,,,,""
2015-06-17,Barbell Front Squat,Legs,60.0,8,,,,""
2015-06-17,Leg Press,Legs,130.0,14,,,,""
2015-06-17,Leg Press,Legs,130.0,12,,,,""
2015-06-17,Leg Press,Legs,130.0,8,,,,""
2015-06-17,Leg Extension Machine,Legs,55.0,12,,,,""
2015-06-17,Leg Extension Machine,Legs,55.0,12,,,,""
2015-06-17,Leg Extension Machine,Legs,55.0,12,,,,""
2015-06-17,Glute-Ham Raise,Legs,0.0,16,,,,""
2015-06-17,Glute-Ham Raise,Legs,0.0,16,,,,""
2015-06-17,Glute-Ham Raise,Legs,0.0,16,,,,""
2015-06-17,Seated Leg Curl Machine,Legs,50.0,12,,,,""
2015-06-17,Seated Leg Curl Machine,Legs,50.0,12,,,,""
2015-06-17,Seated Leg Curl Machine,Legs,50.0,12,,,,""
2015-06-19,Deadlift,Back,140.0,3,,,,""
2015-06-19,Deadlift,Back,140.0,2,,,,""
2015-06-19,Hammer Grip Lat Pulldown,Back,75.0,6,,,,""
2015-06-19,Hammer Grip Lat Pulldown,Back,75.0,5,,,,""
2015-06-19,Hammer Grip Lat Pulldown,Back,75.0,4,,,,""
2015-06-19,Wide Grip Cable Row,Back,40.0,12,,,,""
2015-06-19,Wide Grip Cable Row,Back,40.0,12,,,,""
2015-06-19,Wide Grip Cable Row,Back,40.0,12,,,,""
2015-06-19,Lat Pulldown,Back,50.0,10,,,,""
2015-06-19,Lat Pulldown,Back,50.0,10,,,,""
2015-06-19,Lat Pulldown,Back,50.0,8,,,,""
2015-06-19,Cable Face Pull,Shoulders,20.0,12,,,,""
2015-06-19,Cable Face Pull,Shoulders,20.0,14,,,,""
2015-06-19,Cable Face Pull,Shoulders,20.0,15,,,,""
2015-06-24,Barbell Squat,Legs,85.0,8,,,,""
2015-06-24,Barbell Squat,Legs,85.0,7,,,,""
2015-06-24,Barbell Squat,Legs,85.0,6,,,,""
2015-06-24,Barbell Front Squat,Legs,65.0,5,,,,""
2015-06-24,Barbell Front Squat,Legs,40.0,12,,,,""
2015-06-24,Barbell Front Squat,Legs,40.0,12,,,,""
2015-06-24,Barbell Front Squat,Legs,40.0,12,,,,""
2015-06-24,Leg Press,Legs,120.0,12,,,,""
2015-06-24,Leg Press,Legs,120.0,8,,,,""
2015-06-24,Leg Extension Machine,Legs,55.0,12,,,,""
2015-06-24,Leg Extension Machine,Legs,55.0,12,,,,""
2015-06-24,Leg Extension Machine,Legs,55.0,12,,,,""
2015-06-24,Glute-Ham Raise,Legs,10.0,12,,,,""
2015-06-24,Glute-Ham Raise,Legs,10.0,12,,,,""
2015-06-24,Glute-Ham Raise,Legs,10.0,12,,,,""
2015-06-24,Seated Leg Curl Machine,Legs,50.0,16,,,,""
2015-06-24,Seated Leg Curl Machine,Legs,50.0,12,,,,""
2015-06-24,Seated Leg Curl Machine,Legs,50.0,12,,,,""
2015-06-26,Deadlift,Back,140.0,3,,,,""
2015-06-26,Deadlift,Back,140.0,3,,,,""
2015-06-26,Hammer Grip Lat Pulldown,Back,75.0,7,,,,""
2015-06-26,Hammer Grip Lat Pulldown,Back,75.0,5,,,,""
2015-06-26,Hammer Grip Lat Pulldown,Back,75.0,4,,,,""
2015-06-26,Wide Grip Cable Row,Back,45.0,10,,,,""
2015-06-26,Wide Grip Cable Row,Back,45.0,9,,,,""
2015-06-26,Wide Grip Cable Row,Back,45.0,8,,,,""
2015-06-26,Pull Up,Back,0.0,4,,,,""
2015-06-26,Pull Up,Back,0.0,4,,,,""
2015-06-26,Pull Up,Back,0.0,3,,,,""
2015-06-26,Cable Face Pull,Shoulders,20.0,14,,,,""
2015-06-26,Cable Face Pull,Shoulders,20.0,14,,,,""
2015-06-26,Cable Face Pull,Shoulders,20.0,14,,,,""
2015-06-26,Rope Push Down,Triceps,17.5,12,,,,""
2015-06-26,Rope Push Down,Triceps,17.5,12,,,,""
2015-06-26,Rope Push Down,Triceps,17.5,12,,,,""
2015-06-26,EZ-Bar Skullcrusher,Triceps,2.5,16,,,,""
2015-06-26,EZ-Bar Skullcrusher,Triceps,2.5,12,,,,""
2015-06-26,EZ-Bar Skullcrusher,Triceps,2.5,12,,,,""
2015-06-26,Reverse Grip Straight Bar Pushdown,Triceps,25.0,8,,,,""
2015-06-26,Reverse Grip Straight Bar Pushdown,Triceps,25.0,8,,,,""
2015-06-26,Reverse Grip Straight Bar Pushdown,Triceps,25.0,8,,,,""
2015-06-29,Flat Dumbbell Bench Press,Chest,32.0,5,,,,""
2015-06-29,Incline Barbell Bench Press,Chest,45.0,13,,,,""
2015-06-29,Incline Barbell Bench Press,Chest,45.0,13,,,,""
2015-06-29,Incline Barbell Bench Press,Chest,45.0,10,,,,""
2015-06-29,Flat Barbell Bench Press,Chest,50.0,12,,,,""
2015-06-29,Pec Deck,Chest,40.0,14,,,,""
2015-06-29,Pec Deck,Chest,40.0,10,,,,""
2015-06-29,Pec Deck,Chest,40.0,9,,,,""
2015-06-29,Seated Dumbbell Press,Shoulders,24.0,5,,,,""
2015-06-29,Seated Military Press,Shoulders,30.0,9,,,,""
2015-06-29,Seated Military Press,Shoulders,30.0,4,,,,""
2015-06-29,Seated Military Press,Shoulders,30.0,6,,,,""
2015-06-29,Lateral Dumbbell Raise,Shoulders,8.0,10,,,,""
2015-06-29,Lateral Dumbbell Raise,Shoulders,8.0,10,,,,""
2015-06-29,Lateral Dumbbell Raise,Shoulders,8.0,10,,,,""
2015-06-29,Dumbbell Curl,Biceps,10.0,16,,,,""
2015-06-29,Dumbbell Curl,Biceps,10.0,14,,,,""
2015-06-29,Dumbbell Curl,Biceps,10.0,11,,,,""
2015-06-29,Seated Machine Curl,Biceps,20.0,12,,,,""
2015-06-29,Seated Machine Curl,Biceps,20.0,12,,,,""
2015-06-29,Seated Machine Curl,Biceps,20.0,12,,,,""